Baths,Beds,MaxRent,Model,PropertyId,SquareFootage
1,1,3400,Plan D,v7m8ekg,965
1,1,3600,Plan D,v7m8ekg,965
1,1,4200,Plan D,v7m8ekg,965
1,1,3200,Plan E,v7m8ekg,984
1,1,3400,Plan E,v7m8ekg,984
1,1,3600,Plan E,v7m8ekg,984
1,1,4200,Plan E,v7m8ekg,984
2,2,4500,Plan A,v7m8ekg,"1,492"
2,2,4700,Plan A,v7m8ekg,"1,492"
2,2,5300,Plan A,v7m8ekg,"1,492"
2,2,4700,Plan C.1,v7m8ekg,"1,375"
2,2,5100,Plan C.1,v7m8ekg,"1,375"
2,2,5700,Plan C.1,v7m8ekg,"1,375"
2,2,4800,Plan C,v7m8ekg,"1,532"
2,2,5200,Plan C,v7m8ekg,"1,532"
2,2,5800,Plan C,v7m8ekg,"1,532"
2,2,5200,Plan B,v7m8ekg,"1,653"
2,2,5400,Plan B,v7m8ekg,"1,653"
2,2,6000,Plan B,v7m8ekg,"1,653"
1,1,1853,B.1,9llq5l7,661
1,1,1883,B.1,9llq5l7,661
1,1,1918,B.1,9llq5l7,661
1,1,1926,B.1,9llq5l7,661
1,1,1933,B.1,9llq5l7,661
1,1,1938,B.1,9llq5l7,661
1,1,2383,B.6,9llq5l7,706
1,1,2143,B.6,9llq5l7,706
1,1,2153,B.4,9llq5l7,716
2.5,2,2993,TH,9llq5l7,"1,392"
1,0,1280,Studio G,27d11vb,
1,0,1400,Studio C,27d11vb,357
1,0,1785,Studio C,27d11vb,357
